Frame,Link,Parent,X_Position,Y_Position,Z_Position,X_Rotation,Y_Rotation,Z_Rotation,Y_Velocity,X_Velocity,Z_Velocity
1,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
1,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
1,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
1,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
1,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,0,0,0,0,0
1,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
1,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
1,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
1,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
1,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
1,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
1,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
1,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
1,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
1,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
2,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
2,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
2,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
2,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
2,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.008751820773,0,-0.2100436985,0,0
2,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
2,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
2,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
2,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
2,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
2,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
2,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
2,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
2,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
2,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
3,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
3,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
3,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
3,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
3,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.03321805224,0,-0.5871895552,0,0
3,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
3,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
3,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
3,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
3,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
3,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
3,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
3,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
3,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
3,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
4,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
4,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
4,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
4,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
4,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.07071484625,0,-0.8999230564,0,0
4,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
4,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
4,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
4,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
4,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
4,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
4,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
4,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
4,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
4,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
5,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
5,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
5,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
5,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
5,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.1185583472,0,-1.148244023,0,0
5,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
5,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
5,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
5,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
5,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
5,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
5,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
5,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
5,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
5,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
6,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
6,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
6,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
6,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
6,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.1740647405,0,-1.33215344,0,0
6,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
6,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
6,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
6,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
6,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
6,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
6,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
6,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
6,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
6,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
7,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
7,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
7,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
7,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
7,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.2345501333,0,-1.451649427,0,0
7,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
7,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
7,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
7,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
7,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
7,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
7,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
7,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
7,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
7,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
8,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
8,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
8,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
8,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
8,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.2973306775,0,-1.50673306,0,0
8,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
8,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
8,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
8,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
8,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
8,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
8,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
8,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
8,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
8,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
9,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
9,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
9,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
9,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
9,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.3597225547,0,-1.497405052,0,0
9,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
9,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
9,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
9,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
9,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
9,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
9,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
9,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
9,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
9,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
10,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
10,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
10,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
10,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
10,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.4190419316,0,-1.423665047,0,0
10,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
10,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
10,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
10,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,0,0,0,0,0
10,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
10,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
10,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
10,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
10,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
10,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
11,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
11,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
11,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
11,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
11,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.4731091559,0,-1.297613382,0,0
11,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
11,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
11,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
11,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,-0.01037337445,0,-0.2489609867,0,0
11,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
11,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
11,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
11,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
11,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
11,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
12,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
12,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
12,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
12,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
12,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.5217615962,0,-1.167658567,0,0
12,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
12,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
12,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
12,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,-0.03934873641,0,-0.695408687,0,0
12,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
12,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
12,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
12,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
12,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
12,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
13,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
13,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
13,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
13,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
13,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.5653406978,0,-1.045898438,0,0
13,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
13,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
13,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
13,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,-0.08370894194,0,-1.064644933,0,0
13,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
13,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
13,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
13,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
13,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
13,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
14,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
14,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
14,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
14,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
14,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.6041882038,0,-0.9323401451,0,0
14,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
14,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
14,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
14,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,-0.1402368844,0,-1.356670618,0,0
14,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
14,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
14,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
14,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
14,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
14,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
15,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
15,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
15,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
15,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
15,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.6386455894,0,-0.826977253,0,0
15,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
15,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
15,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
15,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,-0.2057153881,0,-1.571484089,0,0
15,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
15,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
15,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
15,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
15,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
15,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
16,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
16,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
16,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
16,LinkN1-Axis,LinkN1,-1.55E-09,4.27E-08,0.3600671887,0,0,0,0,0,0
16,LinkN2,LinkN1,-1.55E-09,-7.72E-05,0.3600672483,0,-0.6690544486,0,-0.7298126221,0,0
16,LinkN2-Axis,LinkN2,-1.55E-09,9.60E-09,0.5645002127,0,0,0,0,0,0
16,LinkN3,LinkN2,-1.55E-09,9.60E-09,0.5645001531,0,0,0,0,0,0
16,LinkN3_Axis,LinkN3,-2.22E-16,0.0005000001984,0.780092299,0,0,0,0,0,0
16,LinkN4,LinkN3,-8.56E-17,-0.0002424090198,0.7800923586,0,-0.2769272923,0,-1.709085703,0,0
16,LinkN4_Axis,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
16,LinkN5,LinkN4,-8.56E-17,1.83E-08,0.9975202084,0,0,0,0,0,0
16,LinkN5_Axis,LinkN5,-8.56E-17,-0.06264996529,1.17999959,0,0,0,0,0,0
16,LinkN6,LinkN5,-4.44E-17,-0.06264998019,1.180000067,0,0,0,0,0,0
16,LinkN6.002,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,0,0,0,0
16,LinkN7,LinkN6,-8.56E-17,1.83E-08,1.260900617,0,0,1.397126913,0,0,0
17,LinkN0,Robot KUKA LBR Iiwa14,0,0,0,0,0,0,0,0,0
17,LinkN0-Axis,LinkN0,-3.49E-08,0,0.1575000286,0,0,0,0,0,0
17,LinkN1,LinkN0,-3.49E-08,0,0.1575000435,0,0,0,0,0,0
